结果时间,源测试地址,源信息: 分组名,目的测试地址,目的信息: 分组名,解析时间,连接时间,首字节时间,首屏打开时间,下载时间,页面加载时间,总时间,吞吐率,综合质量,解析成功率,连接成功率,首页加载成功率,加载比例,成功率,结果 IP 地址,结果国家名称,结果省名称,结果归属地,下载大小,内容大小,返回码,附加项,元素数量
2013-02-26 22:43:58.783248,222.50.124.90,NULL,autohome.com.cn,广东铁通TOPn网站,0.26,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,100.00,0.00,0.00,0.00,0.00,219.148.35.250,中国,河北, 电信,NULL,NULL,NULL,1,1
2013-02-26 22:44:01.514406,222.50.124.10,NULL,www.taobao.com,网页类,0.22,28.07,30.25,229.64,4515.51,6945.50,7526.87,229.91,81.9,100.00,100.00,100.00,100.00,100.00,122.72.7.251,中国,中国NDC, 铁通,1038.1,1530.7,200,50,106
2013-02-26 22:44:03.985758,222.50.124.86,NULL,www.pconline.com.cn,网页类,0.46,1.49,5.82,58.66,3580.05,3485.90,3781.70,286.10,87.1,100.00,100.00,100.00,100.00,100.00,210.21.118.120,中国,广东, 联通,1024.3,1069.7,200,50,60
2013-02-26 22:44:09.311259,222.50.124.66,NULL,www.icbc.com.cn,网页类,0.27,45.58,46.26,92.11,198.46,366.26,366.26,26.71,62.9,100.00,100.00,100.00,100.00,100.00,125.39.39.42,中国,天津, 联通,5.3,4.2,200,3,3
2013-02-26 22:44:20.144329,222.50.124.110,NULL,www.qiushibaike.com,网页类,0.51,55.14,60.44,228.69,2358.76,3119.46,3481.56,172.43,80.7,100.00,100.00,100.00,100.00,100.00,183.203.15.209,中国,山西, 移动,406.7,400.0,200,21,21
2013-02-26 22:44:20.991750,222.50.124.70,NULL,yx186.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:44:21.218153,222.50.124.90,NULL,37cs.com,广东铁通TOPn网站,NULL,NULL,NULL,NULL,0.00,NULL,NULL,NULL,NULL,0.00,0.00,0.00,0.00,0.00,0.0.0.0,NULL,NULL,NULL,NULL,NULL,NULL,1,1
2013-02-26 22:44:22.842371,222.50.124.50,NULL,www.qzone.qq.com,网页类,0.42,5.98,7.47,110.28,199.62,312.24,312.24,130.70,83.1,100.00,100.00,100.00,100.00,100.00,112.90.140.193,中国,广东, 联通,26.1,24.7,302,6,6
2013-02-26 22:44:26.241515,222.50.124.6,NULL,www.skycn.com,下载类,0.51,75.50,75.59,453.45,9484.44,11209.01,11618.77,39.22,45.8,100.00,100.00,100.00,100.00,100.00,125.39.78.230,中国,天津, 联通,372.0,363.5,200,28,28
2013-02-26 22:44:30.554196,222.50.124.54,NULL,taotaosou.com,广东铁通TOPn网站,0.22,35.93,36.29,3470.55,15450.24,23867.04,24507.19,53.54,49.5,100.00,97.96,100.00,97.96,100.00,115.236.101.27,中国,浙江, 电信,827.2,812.3,301,49,49
2013-02-26 22:44:42.060010,222.50.124.2,NULL,taomee.com,广东铁通TOPn网站,0.26,1.30,123.36,367.24,6498.15,6715.60,6715.60,18.19,50.6,100.00,100.00,100.00,100.00,100.00,114.80.99.112,中国,上海, 电信,118.2,115.8,301,8,8
2013-02-26 22:44:42.658813,222.50.124.26,NULL,letv.com,广东铁通TOPn网站,0.26,33.89,35.14,563.29,4329.93,5688.22,6011.13,70.06,61.1,100.00,100.00,100.00,100.00,100.00,220.181.117.38,中国,北京, 电信,303.4,292.2,301,30,30
2013-02-26 22:44:43.227693,222.50.124.86,NULL,www.hexun.com,网页类,0.25,30.00,30.65,185.74,631.21,646.21,891.09,152.25,80.5,100.00,7.41,100.00,7.41,0.00,219.239.236.198,中国,北京, 电信,96.1,91.3,200,50,108
2013-02-26 22:44:50.845613,222.50.124.90,NULL,www.taobao.com,网页类,0.48,37.28,41.45,306.85,4273.52,6416.99,7120.96,242.81,82.2,100.00,100.00,100.00,100.00,100.00,122.72.14.241,中国,中国NDC, 铁通,1037.6,1530.3,200,50,106
2013-02-26 22:44:58.985903,222.50.124.110,NULL,178.com,广东铁通TOPn网站,0.48,41.79,42.07,168.63,13559.82,18231.16,19779.83,76.65,50.6,100.00,99.11,100.00,99.11,100.00,123.134.67.166,中国,山东, 联通,1039.3,2046.9,200,50,112
2013-02-26 22:45:00.476472,222.50.124.26,NULL,kankan.com,广东铁通TOPn网站,0.46,16.59,16.70,107.71,2227.25,1681.03,3011.99,231.31,85.8,100.00,100.00,100.00,100.00,100.00,58.251.57.175,中国,广东, 联通,515.2,497.7,302,50,58
2013-02-26 22:45:01.692208,123.89.176.38,NULL,www.hl.cnc.cn,网页类,0.22,69.89,71.06,141.17,71.06,141.17,141.17,5.57,61.6,100.00,100.00,100.00,100.00,100.00,221.212.213.106,中国,黑龙江, 联通,0.4,0.2,200,1,1
2013-02-26 22:45:06.801158,222.50.124.26,NULL,miercn.com,广东铁通TOPn网站,0.47,16.53,65.38,412.88,18208.07,50330.28,50735.09,56.62,47.6,100.00,100.00,100.00,100.00,0.00,218.85.133.123,中国,福建, 电信,1030.9,1303.9,301,50,111
2013-02-26 22:45:07.871250,222.50.124.98,NULL,www.tudou.com,网页类,0.92,46.92,47.20,331.24,501.26,541.10,710.53,148.84,79.9,100.00,4.08,100.00,4.08,0.00,123.126.98.151,中国,北京, 联通,74.6,72.6,200,50,147
2013-02-26 22:45:09.698616,222.50.124.50,NULL,woxihuan.com,广东铁通TOPn网站,0.51,124.59,124.12,1320.14,17485.06,17004.57,20402.73,58.09,39.4,100.00,100.00,100.00,100.00,100.00,123.125.160.234,中国,北京, 联通,1015.8,1552.0,301,39,39
2013-02-26 22:45:09.811221,222.50.124.54,NULL,178.com,广东铁通TOPn网站,0.47,41.09,41.55,166.25,25483.27,32806.50,33944.21,40.86,43.1,100.00,100.00,100.00,100.00,0.00,123.134.67.166,中国,山东, 联通,1041.2,2045.3,200,50,116
2013-02-26 22:45:10.318630,222.50.124.54,NULL,scorecardresearch.com,广东铁通TOPn网站,0.26,273.69,287.94,3260.34,4290.11,6718.58,7641.76,9.96,40.6,100.00,100.00,100.00,100.00,100.00,165.193.78.252,美国,NULL, 其它运营商,42.7,31.2,302,10,10
2013-02-26 22:45:16.888101,222.50.124.22,NULL,www.qzone.qq.com,网页类,0.43,7.65,10.67,75.36,118.15,172.87,172.87,220.83,91.7,100.00,100.00,100.00,100.00,100.00,112.90.143.191,中国,广东, 联通,26.1,24.7,302,6,6
2013-02-26 22:45:18.507160,222.50.124.2,NULL,178.com,广东铁通TOPn网站,0.26,41.68,42.10,168.15,14672.33,20977.13,22433.36,70.98,49.8,100.00,100.00,100.00,100.00,100.00,123.134.67.166,中国,山东, 联通,1041.4,2045.5,200,50,116
